tag,bucket,season,variable,delta,pair,metric,favorable
SON_2019,season,SON,mslp,-0.08984781805614495,GraphCast_minus_HRES,acc_mean,False
SON_2019,season,SON,t850,-0.1267176298292414,GraphCast_minus_HRES,acc_mean,False
SON_2019,season,SON,u850,-0.0783946312665369,GraphCast_minus_HRES,acc_mean,False
SON_2019,season,SON,v850,-0.0037162560898711394,GraphCast_minus_HRES,acc_mean,False
SON_2019,season,SON,z500,-0.1522129103556461,GraphCast_minus_HRES,acc_mean,False
SON_2020,season,SON,mslp,0.04662714999579898,GraphCast_minus_HRES,acc_mean,True
SON_2020,season,SON,t850,0.042266878793133844,GraphCast_minus_HRES,acc_mean,True
SON_2020,season,SON,u850,0.07811126780490962,GraphCast_minus_HRES,acc_mean,True
SON_2020,season,SON,v850,0.07613480413772589,GraphCast_minus_HRES,acc_mean,True
SON_2020,season,SON,z500,0.03481675494476022,GraphCast_minus_HRES,acc_mean,True
SON_2021,season,SON,mslp,,GraphCast_minus_HRES,acc_mean,False
SON_2021,season,SON,t850,,GraphCast_minus_HRES,acc_mean,False
SON_2021,season,SON,u850,,GraphCast_minus_HRES,acc_mean,False
SON_2021,season,SON,v850,,GraphCast_minus_HRES,acc_mean,False
SON_2021,season,SON,z500,,GraphCast_minus_HRES,acc_mean,False
SON_2022,season,SON,mslp,,GraphCast_minus_HRES,acc_mean,False
SON_2022,season,SON,t850,,GraphCast_minus_HRES,acc_mean,False
SON_2022,season,SON,u850,,GraphCast_minus_HRES,acc_mean,False
SON_2022,season,SON,v850,,GraphCast_minus_HRES,acc_mean,False
SON_2022,season,SON,z500,,GraphCast_minus_HRES,acc_mean,False
2018,year,ALL,mslp,,NeuralGCM_minus_HRES,acc_mean,False
2018,year,ALL,t850,,NeuralGCM_minus_HRES,acc_mean,False
2018,year,ALL,u850,,NeuralGCM_minus_HRES,acc_mean,False
2018,year,ALL,v850,,NeuralGCM_minus_HRES,acc_mean,False
2018,year,ALL,z500,,NeuralGCM_minus_HRES,acc_mean,False
2019,year,ALL,mslp,,NeuralGCM_minus_HRES,acc_mean,False
2019,year,ALL,t850,,NeuralGCM_minus_HRES,acc_mean,False
2019,year,ALL,u850,,NeuralGCM_minus_HRES,acc_mean,False
2019,year,ALL,v850,,NeuralGCM_minus_HRES,acc_mean,False
2019,year,ALL,z500,,NeuralGCM_minus_HRES,acc_mean,False
2020,year,ALL,mslp,,NeuralGCM_minus_HRES,acc_mean,False
2020,year,ALL,t850,0.02417137803056235,NeuralGCM_minus_HRES,acc_mean,True
2020,year,ALL,u850,0.05670565382682147,NeuralGCM_minus_HRES,acc_mean,True
2020,year,ALL,v850,0.06246563141756789,NeuralGCM_minus_HRES,acc_mean,True
2020,year,ALL,z500,0.024544150523420183,NeuralGCM_minus_HRES,acc_mean,True
2021,year,ALL,mslp,,NeuralGCM_minus_HRES,acc_mean,False
2021,year,ALL,t850,,NeuralGCM_minus_HRES,acc_mean,False
2021,year,ALL,u850,,NeuralGCM_minus_HRES,acc_mean,False
2021,year,ALL,v850,,NeuralGCM_minus_HRES,acc_mean,False
2021,year,ALL,z500,,NeuralGCM_minus_HRES,acc_mean,False
2022,year,ALL,mslp,,NeuralGCM_minus_HRES,acc_mean,False
2022,year,ALL,t850,,NeuralGCM_minus_HRES,acc_mean,False
2022,year,ALL,u850,,NeuralGCM_minus_HRES,acc_mean,False
2022,year,ALL,v850,,NeuralGCM_minus_HRES,acc_mean,False
2022,year,ALL,z500,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2019,season,DJF,mslp,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2019,season,DJF,t850,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2019,season,DJF,u850,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2019,season,DJF,v850,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2019,season,DJF,z500,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2020,season,DJF,mslp,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2020,season,DJF,t850,0.04284333103015581,NeuralGCM_minus_HRES,acc_mean,True
DJF_2020,season,DJF,u850,0.06370024559076304,NeuralGCM_minus_HRES,acc_mean,True
DJF_2020,season,DJF,v850,0.06534451317388223,NeuralGCM_minus_HRES,acc_mean,True
DJF_2020,season,DJF,z500,0.031172764802725683,NeuralGCM_minus_HRES,acc_mean,True
DJF_2021,season,DJF,mslp,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2021,season,DJF,t850,0.00952290466070782,NeuralGCM_minus_HRES,acc_mean,True
DJF_2021,season,DJF,u850,0.05522446438100492,NeuralGCM_minus_HRES,acc_mean,True
DJF_2021,season,DJF,v850,0.06899771323361181,NeuralGCM_minus_HRES,acc_mean,True
DJF_2021,season,DJF,z500,0.030691100992587872,NeuralGCM_minus_HRES,acc_mean,True
DJF_2022,season,DJF,mslp,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2022,season,DJF,t850,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2022,season,DJF,u850,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2022,season,DJF,v850,,NeuralGCM_minus_HRES,acc_mean,False
DJF_2022,season,DJF,z500,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2018,season,JJA,mslp,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2018,season,JJA,t850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2018,season,JJA,u850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2018,season,JJA,v850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2018,season,JJA,z500,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2019,season,JJA,mslp,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2019,season,JJA,t850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2019,season,JJA,u850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2019,season,JJA,v850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2019,season,JJA,z500,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2020,season,JJA,mslp,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2020,season,JJA,t850,0.055091637887683564,NeuralGCM_minus_HRES,acc_mean,True
JJA_2020,season,JJA,u850,0.053427481946055955,NeuralGCM_minus_HRES,acc_mean,True
JJA_2020,season,JJA,v850,0.06279434166810416,NeuralGCM_minus_HRES,acc_mean,True
JJA_2020,season,JJA,z500,0.037136809757559175,NeuralGCM_minus_HRES,acc_mean,True
JJA_2021,season,JJA,mslp,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2021,season,JJA,t850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2021,season,JJA,u850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2021,season,JJA,v850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2021,season,JJA,z500,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2022,season,JJA,mslp,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2022,season,JJA,t850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2022,season,JJA,u850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2022,season,JJA,v850,,NeuralGCM_minus_HRES,acc_mean,False
JJA_2022,season,JJA,z500,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2018,season,MAM,mslp,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2018,season,MAM,t850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2018,season,MAM,u850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2018,season,MAM,v850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2018,season,MAM,z500,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2019,season,MAM,mslp,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2019,season,MAM,t850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2019,season,MAM,u850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2019,season,MAM,v850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2019,season,MAM,z500,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2020,season,MAM,mslp,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2020,season,MAM,t850,0.03841409300863796,NeuralGCM_minus_HRES,acc_mean,True
MAM_2020,season,MAM,u850,0.06597673883218125,NeuralGCM_minus_HRES,acc_mean,True
MAM_2020,season,MAM,v850,0.058904320162899926,NeuralGCM_minus_HRES,acc_mean,True
MAM_2020,season,MAM,z500,0.036705446761926774,NeuralGCM_minus_HRES,acc_mean,True
MAM_2021,season,MAM,mslp,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2021,season,MAM,t850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2021,season,MAM,u850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2021,season,MAM,v850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2021,season,MAM,z500,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2022,season,MAM,mslp,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2022,season,MAM,t850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2022,season,MAM,u850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2022,season,MAM,v850,,NeuralGCM_minus_HRES,acc_mean,False
MAM_2022,season,MAM,z500,,NeuralGCM_minus_HRES,acc_mean,False
SON_2018,season,SON,mslp,,NeuralGCM_minus_HRES,acc_mean,False
SON_2018,season,SON,t850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2018,season,SON,u850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2018,season,SON,v850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2018,season,SON,z500,,NeuralGCM_minus_HRES,acc_mean,False
SON_2019,season,SON,mslp,,NeuralGCM_minus_HRES,acc_mean,False
SON_2019,season,SON,t850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2019,season,SON,u850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2019,season,SON,v850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2019,season,SON,z500,,NeuralGCM_minus_HRES,acc_mean,False
SON_2020,season,SON,mslp,,NeuralGCM_minus_HRES,acc_mean,False
SON_2020,season,SON,t850,0.03279577932551403,NeuralGCM_minus_HRES,acc_mean,True
SON_2020,season,SON,u850,0.05788103674971712,NeuralGCM_minus_HRES,acc_mean,True
SON_2020,season,SON,v850,0.06126857879472314,NeuralGCM_minus_HRES,acc_mean,True
SON_2020,season,SON,z500,0.03276699534406846,NeuralGCM_minus_HRES,acc_mean,True
SON_2021,season,SON,mslp,,NeuralGCM_minus_HRES,acc_mean,False
SON_2021,season,SON,t850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2021,season,SON,u850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2021,season,SON,v850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2021,season,SON,z500,,NeuralGCM_minus_HRES,acc_mean,False
SON_2022,season,SON,mslp,,NeuralGCM_minus_HRES,acc_mean,False
SON_2022,season,SON,t850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2022,season,SON,u850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2022,season,SON,v850,,NeuralGCM_minus_HRES,acc_mean,False
SON_2022,season,SON,z500,,NeuralGCM_minus_HRES,acc_mean,False
