window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times,lead_h,tag,bucket,season,start,end,rank_rmse,rank_acc
2020-06-01_2020-08-31,u850,NeuralGCM,7 days,4.626230593965707,0.6250544604212055,3.098431959276636,0.0814390768279672,170,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31,2.0,2.0
2020-06-01_2020-08-31,u850,HRES,7 days,5.046467338719175,0.5716269784751495,3.4539414316226487,0.00682525891629,170,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31,3.0,3.0
2020-06-01_2020-08-31,v850,GraphCast,7 days,4.470729981691679,0.607333171287764,2.9287331525713904,-0.0137463444234876,170,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31,1.0,1.0
2020-06-01_2020-08-31,v850,NeuralGCM,7 days,4.645217638369483,0.6004016172710789,3.05335520175774,0.017703701808984,170,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31,2.0,2.0
2020-06-01_2020-08-31,v850,HRES,7 days,5.097114318383071,0.5376072756029747,3.3971359084575763,0.0247427325458739,170,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31,3.0,3.0
2020-06-01_2020-08-31,z500,NeuralGCM,7 days,464.4102486141156,0.7998386342309074,263.96702431604206,-2.864929537040127,170,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31,1.0,1.0
2020-06-01_2020-08-31,z500,GraphCast,7 days,465.5069948029118,0.7963841569503562,264.2245636340757,-19.91929158513692,170,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31,2.0,2.0
2020-06-01_2020-08-31,z500,HRES,7 days,513.1012259169329,0.7627018244733482,294.0895849223887,-7.97329596236017,170,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31,3.0,3.0
2021-06-01_2021-08-31,mslp,HRES,7 days,515.2874956478947,0.6876031181763453,296.8198978654056,0.3333886023236113,170,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,1.0,1.0
2021-06-01_2021-08-31,mslp,GraphCast,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2021-06-01_2021-08-31,t850,HRES,7 days,2.663871460638872,0.6535113220478668,1.723699662206315,0.0349313959155027,170,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,1.0,1.0
2021-06-01_2021-08-31,t850,GraphCast,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2021-06-01_2021-08-31,t850,NeuralGCM,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2021-06-01_2021-08-31,u850,HRES,7 days,5.168286265116767,0.5578414605013187,3.5163015029387594,-0.0208107901528957,170,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,1.0,1.0
2021-06-01_2021-08-31,u850,GraphCast,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2021-06-01_2021-08-31,u850,NeuralGCM,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2021-06-01_2021-08-31,v850,HRES,7 days,5.162840169260981,0.5154022719525841,3.4354225091455968,0.0145144407628333,170,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,1.0,1.0
2021-06-01_2021-08-31,v850,GraphCast,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2021-06-01_2021-08-31,v850,NeuralGCM,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2021-06-01_2021-08-31,z500,HRES,7 days,521.9664782728703,0.7422716758454888,301.45588210428326,-2.636670351746776,170,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,1.0,1.0
2021-06-01_2021-08-31,z500,GraphCast,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2021-06-01_2021-08-31,z500,NeuralGCM,7 days,,,,,0,168.0,JJA_2021,season,JJA,2021-06-01,2021-08-31,,
2022-06-01_2022-08-31,mslp,HRES,7 days,503.1627450851568,0.7100430286831907,292.71812155274006,2.8765266942297933,170,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,1.0,1.0
2022-06-01_2022-08-31,mslp,GraphCast,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2022-06-01_2022-08-31,t850,HRES,7 days,2.6171843564601467,0.6645253611823373,1.7199876718047953,0.0233324825844115,170,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,1.0,1.0
2022-06-01_2022-08-31,t850,GraphCast,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2022-06-01_2022-08-31,t850,NeuralGCM,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2022-06-01_2022-08-31,u850,HRES,7 days,4.992906603955746,0.5668905414279528,3.4020992283247984,-0.0411184177308216,170,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,1.0,1.0
2022-06-01_2022-08-31,u850,GraphCast,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2022-06-01_2022-08-31,u850,NeuralGCM,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2022-06-01_2022-08-31,v850,HRES,7 days,5.088644353061975,0.5426233627902016,3.385623163603812,0.0222423955775838,170,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,1.0,1.0
2022-06-01_2022-08-31,v850,GraphCast,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2022-06-01_2022-08-31,v850,NeuralGCM,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2022-06-01_2022-08-31,z500,HRES,7 days,507.8104826842442,0.7668187710016134,292.8098689593707,30.92609686244688,170,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,1.0,1.0
2022-06-01_2022-08-31,z500,GraphCast,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2022-06-01_2022-08-31,z500,NeuralGCM,7 days,,,,,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31,,
2018-03-01_2018-05-31,mslp,HRES,7 days,534.0561672901516,0.6898650465951839,316.01878581819653,-2.925719485257177,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,1.0,1.0
2018-03-01_2018-05-31,mslp,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2018-03-01_2018-05-31,t850,HRES,7 days,2.8261094559240765,0.7402450015291604,1.8175953142431864,-0.0254619414963152,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,1.0,1.0
2018-03-01_2018-05-31,t850,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2018-03-01_2018-05-31,t850,NeuralGCM,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2018-03-01_2018-05-31,u850,HRES,7 days,5.30134250747779,0.5527402869794296,3.6195735655743473,-0.0427189304294622,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,1.0,1.0
2018-03-01_2018-05-31,u850,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2018-03-01_2018-05-31,u850,NeuralGCM,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2018-03-01_2018-05-31,v850,HRES,7 days,5.330715029042656,0.508867251945892,3.543149081837432,-0.0367131060603505,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,1.0,1.0
2018-03-01_2018-05-31,v850,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2018-03-01_2018-05-31,v850,NeuralGCM,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2018-03-01_2018-05-31,z500,HRES,7 days,565.1789772485872,0.7793794457202956,337.71655582111623,-22.057659761082704,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,1.0,1.0
2018-03-01_2018-05-31,z500,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2018-03-01_2018-05-31,z500,NeuralGCM,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31,,
2019-03-01_2019-05-31,mslp,HRES,7 days,523.6082268225867,0.7049207926274074,310.28919876162047,-1.246047378429982,170,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,1.0,1.0
2019-03-01_2019-05-31,mslp,GraphCast,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2019-03-01_2019-05-31,t850,HRES,7 days,2.7484711375224875,0.7480132936795629,1.7869809692701035,-0.1052651977484765,170,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,1.0,1.0
2019-03-01_2019-05-31,t850,GraphCast,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2019-03-01_2019-05-31,t850,NeuralGCM,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2019-03-01_2019-05-31,u850,HRES,7 days,5.151802750777772,0.5613351359719334,3.5323732333460787,-0.0313107168209871,170,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,1.0,1.0
2019-03-01_2019-05-31,u850,GraphCast,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2019-03-01_2019-05-31,u850,NeuralGCM,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2019-03-01_2019-05-31,v850,HRES,7 days,5.241773864440422,0.5219323804111833,3.486141973442009,-0.0166939492062296,170,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,1.0,1.0
2019-03-01_2019-05-31,v850,GraphCast,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2019-03-01_2019-05-31,v850,NeuralGCM,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2019-03-01_2019-05-31,z500,HRES,7 days,544.2166194781474,0.8022102083513102,322.47056183848576,-19.786106963275365,170,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,1.0,1.0
2019-03-01_2019-05-31,z500,GraphCast,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2019-03-01_2019-05-31,z500,NeuralGCM,7 days,,,,,0,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31,,
2020-03-01_2020-05-31,mslp,GraphCast,7 days,481.3744738676252,0.7617000374703613,283.19806430579126,-23.164336185266365,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,1.0,1.0
2020-03-01_2020-05-31,mslp,HRES,7 days,538.1241183236258,0.7147906485525746,318.0849614503231,-0.4102150361449777,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,2.0,2.0
2020-03-01_2020-05-31,t850,GraphCast,7 days,2.4730036247937845,0.8033308101666073,1.570923339850396,-0.1156278424722991,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,1.0,1.0
2020-03-01_2020-05-31,t850,NeuralGCM,7 days,2.5213196213284625,0.797238120322201,1.6114802557482395,0.0656913277308811,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,2.0,2.0
2020-03-01_2020-05-31,t850,HRES,7 days,2.7765754430442864,0.758824027313563,1.798464304923191,-0.0372030471232967,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,3.0,3.0
2020-03-01_2020-05-31,u850,GraphCast,7 days,4.535301664629481,0.6562323494601611,3.0617920771965887,0.1036636906977327,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,1.0,1.0
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,4.718540869032785,0.6465369633781026,3.1730561588495703,0.1005036469868638,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,2.0,2.0
2020-03-01_2020-05-31,u850,HRES,7 days,5.209175015483752,0.5805602245459214,3.555627004378064,-0.0442985025666338,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,3.0,3.0
2020-03-01_2020-05-31,v850,GraphCast,7 days,4.646658262868297,0.5996542082999259,3.030488168462066,-0.0179794148069144,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,1.0,1.0
2020-03-01_2020-05-31,v850,NeuralGCM,7 days,4.833108393032633,0.592526162293053,3.15930499800101,-0.0011994893287648,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,2.0,2.0
2020-03-01_2020-05-31,v850,HRES,7 days,5.263752386448581,0.5336218421301531,3.493358991738915,-0.0026026530760827,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,3.0,3.0
2020-03-01_2020-05-31,z500,GraphCast,7 days,505.9266776343224,0.8318183418192672,290.6817681306043,-34.86802223987738,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,1.0,2.0
2020-03-01_2020-05-31,z500,NeuralGCM,7 days,506.1646202173122,0.8358602599655136,286.9543258878004,3.2348906362739163,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,2.0,1.0
2020-03-01_2020-05-31,z500,HRES,7 days,561.5982790393555,0.7991548132035868,329.2999168013092,-18.32494625873152,170,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31,3.0,3.0
2021-03-01_2021-05-31,mslp,HRES,7 days,538.8201162996158,0.7038406162907368,318.84585400588264,0.6183099455876266,170,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,1.0,1.0
2021-03-01_2021-05-31,mslp,GraphCast,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2021-03-01_2021-05-31,t850,HRES,7 days,2.8382032305361027,0.7489894593904086,1.818745320438816,0.0306073960948445,170,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,1.0,1.0
2021-03-01_2021-05-31,t850,GraphCast,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2021-03-01_2021-05-31,t850,NeuralGCM,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2021-03-01_2021-05-31,u850,HRES,7 days,5.174781542629044,0.579268432908701,3.54638802112015,-0.0018460407861166,170,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,1.0,1.0
2021-03-01_2021-05-31,u850,GraphCast,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2021-03-01_2021-05-31,u850,NeuralGCM,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2021-03-01_2021-05-31,v850,HRES,7 days,5.246774121411898,0.5280717260824259,3.481369237240301,-0.0136316846986073,170,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,1.0,1.0
2021-03-01_2021-05-31,v850,GraphCast,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2021-03-01_2021-05-31,v850,NeuralGCM,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2021-03-01_2021-05-31,z500,HRES,7 days,567.778574180201,0.7892039868290005,331.3979464150816,-14.634078823220705,170,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,1.0,1.0
2021-03-01_2021-05-31,z500,GraphCast,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2021-03-01_2021-05-31,z500,NeuralGCM,7 days,,,,,0,168.0,MAM_2021,season,MAM,2021-03-01,2021-05-31,,
2022-03-01_2022-05-31,mslp,HRES,7 days,510.2521421540469,0.7386274922563568,303.9367287054084,2.420198773214544,170,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,1.0,1.0
2022-03-01_2022-05-31,mslp,GraphCast,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2022-03-01_2022-05-31,t850,HRES,7 days,2.728068915795697,0.7622519615441452,1.7768213207771286,0.0481197392364383,170,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,1.0,1.0
2022-03-01_2022-05-31,t850,GraphCast,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2022-03-01_2022-05-31,t850,NeuralGCM,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2022-03-01_2022-05-31,u850,HRES,7 days,5.050515454670291,0.5926776652404677,3.445708240960887,-0.052462252245534,170,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,1.0,1.0
2022-03-01_2022-05-31,u850,GraphCast,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2022-03-01_2022-05-31,u850,NeuralGCM,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2022-03-01_2022-05-31,v850,HRES,7 days,5.099193471151229,0.5634782645065967,3.383634946936685,-0.0130349981107946,170,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,1.0,1.0
2022-03-01_2022-05-31,v850,GraphCast,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2022-03-01_2022-05-31,v850,NeuralGCM,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2022-03-01_2022-05-31,z500,HRES,7 days,535.1645935464715,0.8066974674118228,311.14589481279484,28.326952209310697,170,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,1.0,1.0
2022-03-01_2022-05-31,z500,GraphCast,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2022-03-01_2022-05-31,z500,NeuralGCM,7 days,,,,,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31,,
2018-09-01_2018-11-30,mslp,HRES,7 days,514.1363008024707,0.732323170093425,305.6187486569487,1.0789501579360583,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,1.0,1.0
2018-09-01_2018-11-30,mslp,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2018-09-01_2018-11-30,t850,HRES,7 days,2.6166706389478303,0.7825734914332217,1.7068558639578284,-0.0390437349428069,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,1.0,1.0
2018-09-01_2018-11-30,t850,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2018-09-01_2018-11-30,t850,NeuralGCM,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2018-09-01_2018-11-30,u850,HRES,7 days,5.119810683826887,0.588112142589095,3.5181011924924896,-0.0626913427093074,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,1.0,1.0
2018-09-01_2018-11-30,u850,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2018-09-01_2018-11-30,u850,NeuralGCM,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2018-09-01_2018-11-30,v850,HRES,7 days,5.154681986042042,0.5386169871270747,3.450453102270332,-0.0015057623276756,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,1.0,1.0
2018-09-01_2018-11-30,v850,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2018-09-01_2018-11-30,v850,NeuralGCM,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2018-09-01_2018-11-30,z500,HRES,7 days,517.376276652729,0.8187939239611767,307.32418546964453,-6.4500383812832585,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,1.0,1.0
2018-09-01_2018-11-30,z500,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2018-09-01_2018-11-30,z500,NeuralGCM,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30,,
2019-09-01_2019-11-30,mslp,GraphCast,7 days,444.20282376700607,0.6681368964616198,265.424492897234,-0.8149797415981617,16,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,1.0,2.0
2019-09-01_2019-11-30,mslp,HRES,7 days,490.9697751204338,0.7579847145177647,294.9104078265283,1.0901358814142954,168,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,2.0,1.0
2019-09-01_2019-11-30,t850,GraphCast,7 days,2.1526434106225825,0.6711310627063206,1.402834911180211,-0.1390695163750138,16,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,1.0,2.0
2019-09-01_2019-11-30,t850,HRES,7 days,2.553814361129046,0.797848692535562,1.6764990862615765,-0.0677614209512445,168,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,2.0,1.0
2019-09-01_2019-11-30,t850,NeuralGCM,7 days,,,,,0,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,,
2019-09-01_2019-11-30,u850,GraphCast,7 days,4.332728421932906,0.5240213443011624,2.914567532941009,0.0363729296270764,16,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,1.0,2.0
2019-09-01_2019-11-30,u850,HRES,7 days,4.9419242512210175,0.6024159755676993,3.4164506449070355,-0.0549804023440058,168,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,2.0,1.0
2019-09-01_2019-11-30,u850,NeuralGCM,7 days,,,,,0,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,,
2019-09-01_2019-11-30,v850,GraphCast,7 days,4.373102089319826,0.5647656504239871,2.8324471409972247,0.0060501407721708,16,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,1.0,2.0
2019-09-01_2019-11-30,v850,HRES,7 days,5.063528268008303,0.5684819065138582,3.3941440707276223,-0.019449307462368,168,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,2.0,1.0
2019-09-01_2019-11-30,v850,NeuralGCM,7 days,,,,,0,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,,
2019-09-01_2019-11-30,z500,GraphCast,7 days,457.0284026788767,0.6811643995841742,266.6127605206701,-13.797367519550363,16,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,1.0,2.0
2019-09-01_2019-11-30,z500,HRES,7 days,502.9625426609954,0.8333773099398203,299.5396360271438,-12.227693696101367,168,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,2.0,1.0
2019-09-01_2019-11-30,z500,NeuralGCM,7 days,,,,,0,168.0,SON_2019,season,SON,2019-09-01,2019-11-30,,
2020-09-01_2020-11-30,mslp,GraphCast,7 days,437.1984952441855,0.8008674017618306,260.28041095370986,-24.201269502280816,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,1.0,1.0
2020-09-01_2020-11-30,mslp,HRES,7 days,499.1482366263685,0.7542402517660316,295.88521125050346,3.174385925996157,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,2.0,2.0
2020-09-01_2020-11-30,t850,GraphCast,7 days,2.243008583195801,0.8370566352942566,1.4516461575093953,-0.1589712088993107,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,1.0,1.0
2020-09-01_2020-11-30,t850,NeuralGCM,7 days,2.3202392509961856,0.8275855358266367,1.4995282027541106,0.0635878671847501,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,2.0,2.0
2020-09-01_2020-11-30,t850,HRES,7 days,2.566816630282769,0.7947897565011227,1.682807940898466,-0.0111657247336048,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,3.0,3.0
2020-09-01_2020-11-30,u850,GraphCast,7 days,4.21593558545446,0.6821243013729044,2.879251900728351,0.071340520952057,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,1.0,1.0
2020-09-01_2020-11-30,u850,NeuralGCM,7 days,4.4796926568357645,0.6618940703177119,3.0296164911340044,0.0897113818339671,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,2.0,2.0
2020-09-01_2020-11-30,u850,HRES,7 days,4.916459537825706,0.6040130335679947,3.3860960032635563,-0.0322071280530755,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,3.0,3.0
2020-09-01_2020-11-30,v850,GraphCast,7 days,4.354670421433293,0.6345374456922155,2.872840842525724,-0.0012012838987342,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,1.0,1.0
2020-09-01_2020-11-30,v850,NeuralGCM,7 days,4.6132845069253205,0.6196712203492127,3.028615529823187,0.0417771092322081,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,2.0,2.0
2020-09-01_2020-11-30,v850,HRES,7 days,5.037489679595248,0.5584026415544896,3.369835426708,-0.0087288167570823,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,3.0,3.0
2020-09-01_2020-11-30,z500,GraphCast,7 days,447.5347657363641,0.8599313263227957,264.48227096844323,-40.48912030058117,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,1.0,1.0
2020-09-01_2020-11-30,z500,NeuralGCM,7 days,457.0545737339983,0.8578815667221039,264.8290195146232,0.7183946961363921,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,2.0,2.0
2020-09-01_2020-11-30,z500,HRES,7 days,508.3552647632535,0.8251145713780355,299.7256298244728,-3.266631626891466,168,168.0,SON_2020,season,SON,2020-09-01,2020-11-30,3.0,3.0
2021-09-01_2021-11-30,mslp,HRES,7 days,499.55482801846495,0.7371727313481011,297.31748628441136,2.6294900533434107,168,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,1.0,1.0
2021-09-01_2021-11-30,mslp,GraphCast,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2021-09-01_2021-11-30,t850,HRES,7 days,2.589429601151787,0.7796238280900196,1.703519412664821,-0.0338086697618679,168,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,1.0,1.0
2021-09-01_2021-11-30,t850,GraphCast,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2021-09-01_2021-11-30,t850,NeuralGCM,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2021-09-01_2021-11-30,u850,HRES,7 days,4.921027538238751,0.5948652355653227,3.377855287169228,-0.0367077362814166,168,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,1.0,1.0
2021-09-01_2021-11-30,u850,GraphCast,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2021-09-01_2021-11-30,u850,NeuralGCM,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2021-09-01_2021-11-30,v850,HRES,7 days,5.034159025208472,0.5546079738596964,3.35912733522617,-0.0087655245718395,168,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,1.0,1.0
2021-09-01_2021-11-30,v850,GraphCast,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2021-09-01_2021-11-30,v850,NeuralGCM,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2021-09-01_2021-11-30,z500,HRES,7 days,504.6740518892572,0.8227571262427864,296.8006922406078,13.253706967461252,168,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,1.0,1.0
2021-09-01_2021-11-30,z500,GraphCast,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2021-09-01_2021-11-30,z500,NeuralGCM,7 days,,,,,0,168.0,SON_2021,season,SON,2021-09-01,2021-11-30,,
2022-09-01_2022-11-30,mslp,HRES,7 days,515.6035378928372,0.7171030960676339,306.39596802597936,4.181843889208451,168,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,1.0,1.0
2022-09-01_2022-11-30,mslp,GraphCast,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
