tag,bucket,season,start,end,basename,chosen_file,found_count
2020,year,ALL,2020-01-01,2020-12-31,deterministic_summary.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2020/deterministic/deterministic/deterministic_summary.csv,1
2020,year,ALL,2020-01-01,2020-12-31,regime_conditioned_metrics.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2020/deterministic/deterministic/regime_conditioned_metrics.csv,1
2020,year,ALL,2020-01-01,2020-12-31,blocking_rmse.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2020/blocking/blocking/blocking_rmse.csv,1
2020,year,ALL,2020-01-01,2020-12-31,blocking_event_metrics.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2020/blocking/blocking/blocking_event_metrics.csv,1
2020,year,ALL,2020-01-01,2020-12-31,regime_labels.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2020/regimes/regimes/regime_labels.csv,1
2021,year,ALL,2021-01-01,2021-12-31,deterministic_summary.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2021/deterministic/deterministic/deterministic_summary.csv,1
2021,year,ALL,2021-01-01,2021-12-31,regime_conditioned_metrics.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2021/deterministic/deterministic/regime_conditioned_metrics.csv,1
2021,year,ALL,2021-01-01,2021-12-31,blocking_rmse.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2021/blocking/blocking/blocking_rmse.csv,1
2021,year,ALL,2021-01-01,2021-12-31,blocking_event_metrics.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2021/blocking/blocking/blocking_event_metrics.csv,1
2021,year,ALL,2021-01-01,2021-12-31,regime_labels.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2021/regimes/regimes/regime_labels.csv,1
2022,year,ALL,2022-01-01,2022-12-31,deterministic_summary.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2022/deterministic/deterministic/deterministic_summary.csv,1
2022,year,ALL,2022-01-01,2022-12-31,regime_conditioned_metrics.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2022/deterministic/deterministic/regime_conditioned_metrics.csv,1
2022,year,ALL,2022-01-01,2022-12-31,blocking_rmse.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2022/blocking/blocking/blocking_rmse.csv,1
2022,year,ALL,2022-01-01,2022-12-31,blocking_event_metrics.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2022/blocking/blocking/blocking_event_metrics.csv,1
2022,year,ALL,2022-01-01,2022-12-31,regime_labels.csv,/global/u2/s/suryact/Chaos_Theory/project1_code/flagship_predictability_nextpass/notebooks/outputs/flagship_96plus/multiwindow_runs/2022/regimes/regimes/regime_labels.csv,1
